City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Yaan,NG,2021-04-25 02:17:18,7.3833,8.5667,76.86,83,75,4.65
272,Valparaiso,CL,2021-04-25 02:17:18,-33.0393,-71.6273,57.99,73,0,9.08
273,Yeppoon,AU,2021-04-25 02:17:19,-23.1333,150.7333,80.6,41,80,9.22
274,Mafra,BR,2021-04-25 02:16:36,-26.1114,-49.8053,59.0,88,76,10.0
275,Luganville,VU,2021-04-25 02:17:20,-15.5333,167.1667,82.4,83,71,10.36
276,Muros,ES,2021-04-25 02:17:20,42.7762,-9.0603,57.99,94,100,1.99
277,Kaitangata,NZ,2021-04-25 02:17:20,-46.2817,169.8464,51.01,53,54,8.01
278,Pangnirtung,CA,2021-04-25 02:17:21,66.1451,-65.7125,27.55,77,72,7.38
279,Petatlan,MX,2021-04-25 02:17:21,17.5167,-101.2667,77.63,72,57,2.84
280,Nome,US,2021-04-25 02:17:11,64.5011,-165.4064,39.2,70,1,3.44
281,Changji,CN,2021-04-25 02:17:22,44.0167,87.3167,42.8,28,0,4.47
282,Peniche,PT,2021-04-25 02:17:22,39.3558,-9.3811,57.99,90,31,5.99
283,Roros,NO,2021-04-25 02:17:23,62.5747,11.3842,24.8,80,90,16.11
284,Atasu,KZ,2021-04-25 02:17:23,48.6814,71.6433,42.33,32,100,15.03
285,Tosya,TR,2021-04-25 02:17:23,41.0155,34.0401,47.77,88,100,5.1
286,Havoysund,NO,2021-04-25 02:17:24,70.9963,24.6622,28.4,69,40,6.91
287,Fort Morgan,US,2021-04-25 02:16:05,40.2503,-103.8,53.6,54,1,10.36
288,Broome,US,2021-04-25 02:17:24,42.2506,-75.833,55.4,35,90,4.61
289,Puerto Leguizamo,CO,2021-04-25 02:17:25,-0.1934,-74.7819,73.94,95,99,1.19
290,Dwarka,IN,2021-04-25 02:17:25,22.2394,68.9678,81.27,76,1,10.42
291,Mathbaria,BD,2021-04-25 02:17:25,22.2876,89.9593,91.02,40,2,6.93
292,Port Lincoln,AU,2021-04-25 02:17:26,-34.7333,135.8667,64.49,55,0,4.29
293,Hamilton,US,2021-04-25 02:15:59,39.1834,-84.5333,51.01,100,90,4.43
